asset_id,layer,item_name,prompt,variations_needed,priority
top_cropped_accent,top,Cropped Top Accent,"minimalist gym clothing, cropped athletic top, bright lime green color (#ADFF2F), simple short fit ending above navel, fits avatar torso, flat illustration style, transparent background, 512x512 canvas, positioned for avatar upper body --no realistic details, wrinkles, 3D, shadows",1,P0
top_sleeveless_hoodie_black,top,Sleeveless Hoodie Black,"minimalist gym clothing, sleeveless hoodie vest, black color (#1A1A1A), simple athletic fit with hood, fits avatar torso, flat illustration style, transparent background, 512x512 canvas, positioned for avatar upper body --no realistic details, wrinkles, 3D, shadows",1,P1
top_sleeveless_hoodie_white,top,Sleeveless Hoodie White,"minimalist gym clothing, sleeveless hoodie vest, white color (#F5F5F5), simple athletic fit with hood, fits avatar torso, flat illustration style, transparent background, 512x512 canvas, positioned for avatar upper body --no realistic details, wrinkles, 3D, shadows",1,P1
top_sleeveless_hoodie_gray,top,Sleeveless Hoodie Gray,"minimalist gym clothing, sleeveless hoodie vest, gray color (#4A4A4A), simple athletic fit with hood, fits avatar torso, flat illustration style, transparent background, 512x512 canvas, positioned for avatar upper body --no realistic details, wrinkles, 3D, shadows",1,P1
top_sleeveless_hoodie_accent,top,Sleeveless Hoodie Accent,"minimalist gym clothing, sleeveless hoodie vest, bright lime green color (#ADFF2F), simple athletic fit with hood, fits avatar torso, flat illustration style, transparent background, 512x512 canvas, positioned for avatar upper body --no realistic details, wrinkles, 3D, shadows",1,P1
top_competition_black,top,Competition Singlet Black,"minimalist gym clothing, wrestling/powerlifting singlet, black color (#1A1A1A), simple competition fit, fits avatar torso, flat illustration style, transparent background, 512x512 canvas, positioned for avatar upper body --no realistic details, wrinkles, 3D, shadows",1,P1
top_competition_white,top,Competition Singlet White,"minimalist gym clothing, wrestling/powerlifting singlet, white color (#F5F5F5), simple competition fit, fits avatar torso, flat illustration style, transparent background, 512x512 canvas, positioned for avatar upper body --no realistic details, wrinkles, 3D, shadows",1,P1
top_competition_gray,top,Competition Singlet Gray,"minimalist gym clothing, wrestling/powerlifting singlet, gray color (#4A4A4A), simple competition fit, fits avatar torso, flat illustration style, transparent background, 512x512 canvas, positioned for avatar upper body --no realistic details, wrinkles, 3D, shadows",1,P1
top_competition_accent,top,Competition Singlet Accent,"minimalist gym clothing, wrestling/powerlifting singlet, bright lime green color (#ADFF2F), simple competition fit, fits avatar torso, flat illustration style, transparent background, 512x512 canvas, positioned for avatar upper body --no realistic details, wrinkles, 3D, shadows",1,P1
bottom_shorts_black,bottom,Gym Shorts Black,"minimalist gym clothing, athletic shorts above knee, black color (#1A1A1A), simple loose fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_shorts_white,bottom,Gym Shorts White,"minimalist gym clothing, athletic shorts above knee, white color (#F5F5F5), simple loose fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_shorts_gray,bottom,Gym Shorts Gray,"minimalist gym clothing, athletic shorts above knee, gray color (#4A4A4A), simple loose fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_shorts_accent,bottom,Gym Shorts Accent,"minimalist gym clothing, athletic shorts above knee, bright lime green color (#ADFF2F), simple loose fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_joggers_black,bottom,Joggers Black,"minimalist gym clothing, tapered jogger pants, black color (#1A1A1A), simple relaxed fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_joggers_white,bottom,Joggers White,"minimalist gym clothing, tapered jogger pants, white color (#F5F5F5), simple relaxed fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_joggers_gray,bottom,Joggers Gray,"minimalist gym clothing, tapered jogger pants, gray color (#4A4A4A), simple relaxed fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_joggers_accent,bottom,Joggers Accent,"minimalist gym clothing, tapered jogger pants, bright lime green color (#ADFF2F), simple relaxed fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_leggings_black,bottom,Leggings Black,"minimalist gym clothing, full length leggings, black color (#1A1A1A), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_leggings_white,bottom,Leggings White,"minimalist gym clothing, full length leggings, white color (#F5F5F5), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_leggings_gray,bottom,Leggings Gray,"minimalist gym clothing, full length leggings, gray color (#4A4A4A), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_leggings_accent,bottom,Leggings Accent,"minimalist gym clothing, full length leggings, bright lime green color (#ADFF2F), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_sweatpants_black,bottom,Sweatpants Black,"minimalist gym clothing, loose sweatpants, black color (#1A1A1A), simple baggy fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_sweatpants_white,bottom,Sweatpants White,"minimalist gym clothing, loose sweatpants, white color (#F5F5F5), simple baggy fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_sweatpants_gray,bottom,Sweatpants Gray,"minimalist gym clothing, loose sweatpants, gray color (#4A4A4A), simple baggy fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_sweatpants_accent,bottom,Sweatpants Accent,"minimalist gym clothing, loose sweatpants, bright lime green color (#ADFF2F), simple baggy fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_compression_black,bottom,Compression Shorts Black,"minimalist gym clothing, tight compression shorts mid-thigh, black color (#1A1A1A), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_compression_white,bottom,Compression Shorts White,"minimalist gym clothing, tight compression shorts mid-thigh, white color (#F5F5F5), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_compression_gray,bottom,Compression Shorts Gray,"minimalist gym clothing, tight compression shorts mid-thigh, gray color (#4A4A4A), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_compression_accent,bottom,Compression Shorts Accent,"minimalist gym clothing, tight compression shorts mid-thigh, bright lime green color (#ADFF2F), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_cargo_black,bottom,Cargo Shorts Black,"minimalist gym clothing, cargo shorts with side pockets, black color (#1A1A1A), simple relaxed fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_cargo_white,bottom,Cargo Shorts White,"minimalist gym clothing, cargo shorts with side pockets, white color (#F5F5F5), simple relaxed fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_cargo_gray,bottom,Cargo Shorts Gray,"minimalist gym clothing, cargo shorts with side pockets, gray color (#4A4A4A), simple relaxed fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_cargo_accent,bottom,Cargo Shorts Accent,"minimalist gym clothing, cargo shorts with side pockets, bright lime green color (#ADFF2F), simple relaxed fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_biker_black,bottom,Biker Shorts Black,"minimalist gym clothing, biker shorts above knee, black color (#1A1A1A), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_biker_white,bottom,Biker Shorts White,"minimalist gym clothing, biker shorts above knee, white color (#F5F5F5), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_biker_gray,bottom,Biker Shorts Gray,"minimalist gym clothing, biker shorts above knee, gray color (#4A4A4A), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_biker_accent,bottom,Biker Shorts Accent,"minimalist gym clothing, biker shorts above knee, bright lime green color (#ADFF2F), simple form-fitting design, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P0
bottom_competition_black,bottom,Competition Shorts Black,"minimalist gym clothing, powerlifting competition shorts, black color (#1A1A1A), simple athletic fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P1
bottom_competition_white,bottom,Competition Shorts White,"minimalist gym clothing, powerlifting competition shorts, white color (#F5F5F5), simple athletic fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P1
bottom_competition_gray,bottom,Competition Shorts Gray,"minimalist gym clothing, powerlifting competition shorts, gray color (#4A4A4A), simple athletic fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P1
bottom_competition_accent,bottom,Competition Shorts Accent,"minimalist gym clothing, powerlifting competition shorts, bright lime green color (#ADFF2F), simple athletic fit, fits avatar lower body, flat illustration style, transparent background, 512x512 canvas, positioned for avatar lower body --no realistic details, wrinkles, 3D, shadows",1,P1
foot_sneakers_white,foot,Sneakers White,"minimalist gym footwear, athletic sneakers running shoes, white color (#F5F5F5), simple sporty design, fits avatar feet, flat illustration style, transparent background, 512x512 canvas, positioned for avatar feet at bottom --no realistic details, laces, 3D, shadows",1,P0
foot_sneakers_black,foot,Sneakers Black,"minimalist gym footwear, athletic sneakers running shoes, black color (#1A1A1A), simple sporty design, fits avatar feet, flat illustration style, transparent background, 512x512 canvas, positioned for avatar feet at bottom --no realistic details, laces, 3D, shadows",1,P0
foot_sneakers_accent,foot,Sneakers Accent,"minimalist gym footwear, athletic sneakers running shoes, bright lime green color (#ADFF2F), simple sporty design, fits avatar feet, flat illustration style, transparent background, 512x512 canvas, positioned for avatar feet at bottom --no realistic details, laces, 3D, shadows",1,P0
foot_trainers_white,foot,Trainers White,"minimalist gym footwear, cross training shoes, white color (#F5F5F5), simple athletic design, fits avatar feet, flat illustration style, transparent background, 512x512 canvas, positioned for avatar feet at bottom --no realistic details, laces, 3D, shadows",1,P0
foot_trainers_black,foot,Trainers Black,"minimalist gym footwear, cross training shoes, black color (#1A1A1A), simple athletic design, fits avatar feet, flat illustration style, transparent background, 512x512 canvas, positioned for avatar feet at bottom --no realistic details, laces, 3D, shadows",1,P0
foot_trainers_accent,foot,Trainers Accent,"minimalist gym footwear, cross training shoes, bright lime green color (#ADFF2F), simple athletic design, fits avatar feet, flat illustration style, transparent background, 512x512 canvas, positioned for avatar feet at bottom --no realistic details, laces, 3D, shadows",1,P0
foot_lifting_white,foot,Lifting Shoes White,"minimalist gym footwear, weightlifting shoes with raised heel, white color (#F5F5F5), simple powerlifting design, fits avatar feet, flat illustration style, transparent background, 512x512 canvas, positioned for avatar feet at bottom --no realistic details, laces, 3D, shadows",1,P0
foot_lifting_black,foot,Lifting Shoes Black,"minimalist gym footwear, weightlifting shoes with raised heel, black color (#1A1A1A), simple powerlifting design, fits avatar feet, flat illustration style, transparent background, 512x512 canvas, positioned for avatar feet at bottom --no realistic details, laces, 3D, shadows",1,P0
foot_lifting_accent,foot,Lifting Shoes Accent,"minimalist gym footwear, weightlifting shoes with raised heel, bright lime green color (#ADFF2F), simple powerlifting design, fits avatar feet, flat illustration style, transparent background, 512x512 canvas, positioned for avatar feet at bottom --no realistic details, laces, 3D, shadows",1,P0
foot_barefoot,foot,Barefoot,"minimalist avatar barefoot, no shoes, just feet in light gray (#F2F4FF), simple clean shape, fits avatar feet, flat illustration style, transparent background, 512x512 canvas, positioned for avatar feet at bottom --no realistic details, 3D, shadows",1,P0
acc_headband_neon,accessory,Headband Neon,"minimalist gym accessory, athletic headband sweatband, bright lime green color (#ADFF2F), simple sporty design, fits avatar forehead area, flat illustration style, transparent background, 512x512 canvas, positioned for avatar head --no realistic details, 3D, shadows",1,P1
acc_headband_black,accessory,Headband Black,"minimalist gym accessory, athletic headband sweatband, black color (#1A1A1A), simple sporty design, fits avatar forehead area, flat illustration style, transparent background, 512x512 canvas, positioned for avatar head --no realistic details, 3D, shadows",1,P1
acc_wristbands_neon,accessory,Wristbands Neon,"minimalist gym accessory, athletic wristbands pair, bright lime green color (#ADFF2F), simple sporty design, fits avatar wrist areas, flat illustration style, transparent background, 512x512 canvas, positioned for avatar wrists --no realistic details, 3D, shadows",1,P1
acc_wristbands_black,accessory,Wristbands Black,"minimalist gym accessory, athletic wristbands pair, black color (#1A1A1A), simple sporty design, fits avatar wrist areas, flat illustration style, transparent background, 512x512 canvas, positioned for avatar wrists --no realistic details, 3D, shadows",1,P1
acc_belt_leather,accessory,Lifting Belt Leather,"minimalist gym accessory, powerlifting belt, brown leather color (#654321), simple wide belt design, fits avatar waist area, flat illustration style, transparent background, 512x512 canvas, positioned for avatar waist --no realistic details, 3D, shadows",1,P1
acc_belt_black,accessory,Lifting Belt Black,"minimalist gym accessory, powerlifting belt, black color (#1A1A1A), simple wide belt design, fits avatar waist area, flat illustration style, transparent background, 512x512 canvas, positioned for avatar waist --no realistic details, 3D, shadows",1,P1
acc_cap_black,accessory,Baseball Cap Black,"minimalist gym accessory, backwards baseball cap, black color (#1A1A1A), simple sporty design, fits avatar head, flat illustration style, transparent background, 512x512 canvas, positioned for avatar head --no realistic details, 3D, shadows",1,P1
acc_cap_white,accessory,Baseball Cap White,"minimalist gym accessory, backwards baseball cap, white color (#F5F5F5), simple sporty design, fits avatar head, flat illustration style, transparent background, 512x512 canvas, positioned for avatar head --no realistic details, 3D, shadows",1,P1
acc_straps_black,accessory,Lifting Straps Black,"minimalist gym accessory, wrist lifting straps, black color (#1A1A1A), simple design wrapped around wrists, fits avatar wrist and hand areas, flat illustration style, transparent background, 512x512 canvas, positioned for avatar hands --no realistic details, 3D, shadows",1,P1
acc_straps_neon,accessory,Lifting Straps Neon,"minimalist gym accessory, wrist lifting straps, bright lime green color (#ADFF2F), simple design wrapped around wrists, fits avatar wrist and hand areas, flat illustration style, transparent background, 512x512 canvas, positioned for avatar hands --no realistic details, 3D, shadows",1,P1
acc_kneesleeves_black,accessory,Knee Sleeves Black,"minimalist gym accessory, compression knee sleeves pair, black color (#1A1A1A), simple supportive design, fits avatar knee areas, flat illustration style, transparent background, 512x512 canvas, positioned for avatar knees --no realistic details, 3D, shadows",1,P1
acc_kneesleeves_neon,accessory,Knee Sleeves Neon,"minimalist gym accessory, compression knee sleeves pair, bright lime green color (#ADFF2F), simple supportive design, fits avatar knee areas, flat illustration style, transparent background, 512x512 canvas, positioned for avatar knees --no realistic details, 3D, shadows",1,P1
fx_aura_iron,effect,Iron Aura,"minimalist fitness effect, subtle gray (#71797E) aura glow around avatar silhouette, soft diffused light effect, iron rank color, transparent background, 512x512 canvas, centered on avatar --no solid shapes, text, details",1,P2
fx_aura_bronze,effect,Bronze Aura,"minimalist fitness effect, warm bronze (#CD7F32) aura glow around avatar silhouette, soft diffused light effect, bronze rank color, transparent background, 512x512 canvas, centered on avatar --no solid shapes, text, details",1,P2
fx_aura_silver,effect,Silver Aura,"minimalist fitness effect, cool silver (#C0C0C0) aura glow around avatar silhouette, soft diffused light effect, silver rank color, transparent background, 512x512 canvas, centered on avatar --no solid shapes, text, details",1,P2
fx_aura_gold,effect,Gold Aura,"minimalist fitness effect, radiant gold (#FFD700) aura glow around avatar silhouette, bright diffused light effect, gold rank color, transparent background, 512x512 canvas, centered on avatar --no solid shapes, text, details",1,P2
fx_aura_platinum,effect,Platinum Aura,"minimalist fitness effect, bright platinum (#E5E4E2) aura glow around avatar silhouette, intense diffused light effect, platinum rank color, transparent background, 512x512 canvas, centered on avatar --no solid shapes, text, details",1,P2
fx_aura_diamond,effect,Diamond Aura,"minimalist fitness effect, brilliant cyan-white (#B9F2FF) aura glow around avatar silhouette, crystalline diffused light effect, diamond rank color, transparent background, 512x512 canvas, centered on avatar --no solid shapes, text, details",1,P2
fx_aura_mythic,effect,Mythic Aura,"minimalist fitness effect, epic multicolor aura glow around avatar silhouette, shifting purple (#8B2FF5) and gold (#FFD700) diffused light effect, mythic rank color, transparent background, 512x512 canvas, centered on avatar --no solid shapes, text, details",1,P2
fx_particles_gold,effect,Gold Particles,"minimalist fitness effect, floating gold (#FFD700) sparkle particles around avatar, small dots and stars scattered, celebration effect, transparent background, 512x512 canvas, distributed around avatar silhouette --no solid shapes, text, details",1,P2
fx_particles_accent,effect,Accent Particles,"minimalist fitness effect, floating lime green (#ADFF2F) sparkle particles around avatar, small dots and stars scattered, celebration effect, transparent background, 512x512 canvas, distributed around avatar silhouette --no solid shapes, text, details",1,P2
fx_glow_accent,effect,Accent Glow,"minimalist fitness effect, soft lime green (#ADFF2F) backlighting glow behind avatar, subtle rim light effect, energy aura, transparent background, 512x512 canvas, behind and around avatar silhouette --no solid shapes, text, details",1,P2
